text,author,reply,retweet,like,date,cleaned_text,non_baku,label,text_length
"itu yang bilang curang curang bisalah ya dicoba jadi anggota KPPS

#pilpres #Pemilu2024 #PemiluCurang",magicshopincaratland,0,0,0,2024-02-16T00:19:26.000Z,itu yang bilang curang curang bisalah ya dicoba jadi anggota KPPS,,negative,11
Pagi nan sejuk semoga membawa semangat mensukseskan pemilu 2024 Indonesia,Doni setiyawan abdullah,0,0,0,2024-02-15T21:54:18.000Z,Pagi nan sejuk semoga membawa semangat mensukseskan pemilu 2024 Indonesia,,positive,10
"Kapolda Papua Barat Bersama Kapolres Sorong Selatan Meninjau Pengamanan Pemilu 2024 di Wilayah Hukum Polres Sorong Selatan 
-

@DivHumas_Polri
 

@humas_poldaPB",Humas Res Sorsel,0,0,0,2024-02-16T00:40:14.000Z,Kapolda Papua Barat Bersama Kapolres Sorong Selatan Meninjau Pengamanan Pemilu 2024 di Wilayah Hukum Polres Sorong Selatan  -,,neutral,18
"Top 3 Dunia, Reaksi Dunia terhadap Pemilu 2024 di Indonesia hTetaps://dunia.tempo.co/read/1834047/top-3-dunia-reaksi-dunia-terhadap-pemilu-2024-di-indonesia?utm_source=Twitter&utm_medium=dlvr.it #TempoDunia",tempo.co,0,1,4,2024-02-15T23:08:02.000Z,"Top 3 Dunia, Reaksi Dunia terhadap Pemilu 2024 di Indonesia",,neutral,10
"PASKA PILPRES AUDIT INVESTIGATIF-FORENSIK  PROSES PEMILU 2024, KHUSUSNYA PILPRES, THD KPU DAN BAWASLU.",kh,0,0,0,2024-02-16T00:04:57.000Z,"PASKA PILPRES AUDIT INVESTIGATIF-FORENSIK  PROSES PEMILU 2024, KHUSUSNYA PILPRES, THD KPU DAN BAWASLU.",,neutral,13
"Janji Manis Prabowo  Gibran Susu dan Makan Gratis Baru Bisa Tercapai 2029

#Pemilu2024",Langkat Today,0,0,0,2024-02-16T00:19:11.000Z,Janji Manis Prabowo  Gibran Susu dan Makan Gratis Baru Bisa Tercapai 2029,,neutral,13
"Tetap solid ya gaes, jaga suara Ganjar Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Xena Pramudya,0,0,0,2024-02-15T20:31:27.000Z,"Tetap solid ya gaes, jaga suara Ganjar Mahfud ",,neutral,18
Kesimpulan lain: Film itu dibuat agar masyarakat tidak kaget dengan hasil pemilu 2024.,Ahmad,0,0,0,2024-02-15T23:26:06.000Z,Kesimpulan lain: Film itu dibuat agar masyarakat tidak kaget dengan hasil pemilu 2024.,,neutral,13
Hasil Tukin kata Bawaslu RI pemilu 2024 berhasil,Moza,0,0,0,2024-02-15T21:29:12.000Z,Hasil Tukin kata Bawaslu RI pemilu 2024 berhasil,,neutral,8
"Dalam barisan Ganjar Mahfud kita satu keluarga 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ferry Maulana,0,0,0,2024-02-15T21:10:25.000Z,Dalam barisan Ganjar Mahfud kita satu keluarga  ,,neutral,16
"Selamat pagi dunia tipu tipu

Siap siap ya, Habis #Pemilu2024 harga minyak goreng naik",Kang Manto,6,9,18,2024-02-16T00:13:47.000Z,"Selamat pagi dunia tipu tipu  Siap siap ya, Habis   harga minyak goreng naik",,negative,13
Pemilu 2024 paling kotor paling curang setelah era Suharto. Dan Mereka tanpa malu merayakan kemenangan diatas kecurangan,l'acchiappasogni,0,0,0,2024-02-15T22:16:03.000Z,Pemilu 2024 paling kotor paling curang setelah era Suharto. Dan Mereka tanpa malu merayakan kemenangan diatas kecurangan,,negative,17
"Bersama Ganjar Mahfud politik menjadi lebih manusiawi dan hangat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rendi Sanjaya,0,0,0,2024-02-15T21:10:38.000Z,Bersama Ganjar Mahfud politik menjadi lebih manusiawi dan hangat  ,,neutral,18
"Prabowo-Gibran Raih Perolehan Suara Pemilu 2024 Cukup Tinggi di Tangsel, Bawaslu: Ada Kesalahan Petugas!",OposisiCerdas.com,1,13,19,2024-02-16T00:10:31.000Z,"Prabowo-Gibran Raih Perolehan Suara Pemilu 2024 Cukup Tinggi di Tangsel, Bawaslu: Ada Kesalahan Petugas!",,neutral,14
Grace Natalie Yakin PSI Bisa Lolos ke DPR di Pemilu 2024 Ini hTetap://dlvr.it/T2pc9C #Pemilu,LIPUTAN6,100,34,46,2024-02-15T23:15:04.000Z,Grace Natalie Yakin PSI Bisa Lolos ke DPR di Pemilu 2024 Ini,,neutral,12
"Polsek Kintamani Laksanakan Jumat Curhat di Desa Sekardadi, Ajak Masyarakat Jaga Kamtibmas Pasca Tahap Pemungutan Suara Pemilu 2024",Polsek Kintamani,0,0,1,2024-02-15T22:30:55.000Z,"Polsek Kintamani Laksanakan Jumat Curhat di Desa Sekardadi, Ajak Masyarakat Jaga Kamtibmas Pasca Tahap Pemungutan Suara Pemilu 2024",,neutral,18
"[ #Pemilu2024 ] Investasi Pasca-pemilu
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T22:33:29.000Z,Investasi Pasca-pemilu,,neutral,4
"Kebahagiaan rakyat adalah prioritas Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Dilah nitahara,0,0,1,2024-02-15T21:07:52.000Z,Kebahagiaan rakyat adalah prioritas Ganjar Mahfud  ,,neutral,15
Aku menghadapi pemilu 2024 belyk~,Es Mony,0,0,0,2024-02-15T22:09:54.000Z,Aku menghadapi pemilu 2024 belyk~,,neutral,5
"Bersama Ganjar Mahfud setiap langkah kita penuh dengan keceriaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Kiki Nuryanti,0,0,0,2024-02-15T20:39:16.000Z,Bersama Ganjar Mahfud setiap langkah kita penuh dengan keceriaan  ,,neutral,18
"Ganjar Mahfud representasi kearifan dan kecerdasan politik 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Faruk Fahrizal,0,0,0,2024-02-15T20:25:27.000Z,Ganjar Mahfud representasi kearifan dan kecerdasan politik  ,,neutral,16
"Deretan Foto Kocak Pemilu 2024, Netizen Auto Melongo! hTetap://dlvr.it/T2pbCQ #trending",VivaCoid,1,0,1,2024-02-15T23:04:08.000Z,"Deretan Foto Kocak Pemilu 2024, Netizen Auto Melongo!",,neutral,8
Sinergitas menjaga pemilu 2024,bagsdmresgtlo,0,0,0,2024-02-16T00:46:12.000Z,Sinergitas menjaga pemilu 2024,,positive,4
"Deretan Hoaks Selama Pemilu 2024, Ada yang Menimpa Anies dan Prabowo",IDN Times,0,0,0,2024-02-15T23:17:04.000Z,"Deretan Hoaks Selama Pemilu 2024, Ada yang Menimpa Anies dan Prabowo",,neutral,11
"Erupsi Gunung Semeru Meningkat Sehari setelah Pemungutan Suara Pemilu 2024 - hTetaps://faktualid.com/nasional/aagwaa/erupsi-gunung-semeru-meningkat-sehari-setelah-pemungutan-suara-pemilu-2024/ 
#Nasdem #Bawaslu #Prabowo #RIP Demokrasi #Ganjar#Soeharto #Vina #Oposisi #Pemilu2024 #Aceh #Jabar #Uhuy #300 FK #Senayan #Saksi #Pendukung 01 #Paman",Faktor Utama,0,0,1,2024-02-15T22:19:23.000Z,Erupsi Gunung Semeru Meningkat Sehari setelah Pemungutan Suara Pemilu 2024,,neutral,14
Jebakan makan gratis di #pemilu2024,404-not found,0,0,0,2024-02-16T00:25:14.000Z,Jebakan makan gratis,,negative,4
"hTetaps://heylink.me/bebasbet88/ kemenangan terus menerus ya kak!!

#Pemilu2024
#DemokrasiSukses",Natalia,0,0,0,2024-02-15T23:43:38.000Z,kemenangan terus menerus ya kak!!,,positive,5
"Yakinlah bahwa setiap suara kita berharga 
@ika_fairuza
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Caca Olivia,0,0,0,2024-02-15T18:51:41.000Z,Yakinlah bahwa setiap suara kita berharga     ,,positive,17
"Rakyat bahagia memiliki Ganjar Mahfud sebagai pemimpin 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Abel Santika,0,0,0,2024-02-15T18:08:35.000Z,Rakyat bahagia memiliki Ganjar Mahfud sebagai pemimpin  ,,neutral,16
"Perjuangan blm selesai, Tetap dukung Ganjar Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Nurul Kamila,0,0,0,2024-02-15T18:13:02.000Z,"Perjuangan blm selesai, tetap dukung Ganjar Mahfud ",,neutral,17
"Ganjar Mahfud dua pemimpin yang memberikan inspirasi dan semangat baru 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rafly Kuntoro,0,0,0,2024-02-15T18:31:38.000Z,Ganjar Mahfud dua pemimpin yang memberikan inspirasi dan semangat baru  ,,neutral,19
Selamat datang di Pusat Panduan Pemilu 2024 TikTok Indonesia! Yuk ikutan #SalingJaga bersama TikTok!,Romiyadi,0,0,0,2024-02-15T17:48:43.000Z,Selamat datang di Pusat Panduan Pemilu 2024 TikTok Indonesia! Yuk ikutan   bersama TikTok!,,neutral,13
Sumber dari kekacauan #Pemilu2024 ini adalah Mukidi yang bernafsu meloloskan anaknya yang mencla mencle. Semoga karma segera menimpa keluarga ini.,Negeri Hayalan,0,0,0,2024-02-15T17:11:59.000Z,Sumber dari kekacauan   ini adalah Mukidi yang bernafsu meloloskan anaknya yang mencela mencela. Semoga karma segera menimpa keluarga ini.,,negative,19
"Ganjar Mahfud panutan dalam membangun persatuan dan kesatuan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rita Putri,0,0,0,2024-02-15T20:13:18.000Z,Ganjar Mahfud panutan dalam membangun persatuan dan kesatuan  ,,neutral,17
"Jangan sia-siakan hak pilih Anda, ikut serta dalam Pemilu 2024 dan bersama-sama membangun Indonesia yang lebih baik",Arnold Saputra,0,0,0,2024-02-15T17:44:20.000Z,"Jangan sia-siakan hak pilih Anda, ikut serta dalam Pemilu 2024 dan bersama-sama membangun Indonesia yang lebih baik",,positive,17
"Bahagianya menjadi bagian dari barisan Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Riana Mustika,0,0,0,2024-02-15T18:17:18.000Z,Bahagianya menjadi bagian dari barisan Ganjar Mahfud  ,,positive,16
"GORONTALO-Kota Gorontalo-Kota Tengah-Pulubala-TPS 005

masih bisa kan dibenerin, cemunguttt gaess
berkah yaa
#KawalPemilu2024 #Pemilu2024 #KPU",-,1,0,0,2024-02-15T18:10:52.000Z,"GORONTALO Kota Gorontalo Kota Tengah Pulubala TPS 005  masih bisa kan dibenerin, semangat guys berkah yaa",cemunguttt,positive,12
saya bangga pernah berada di barisan perubahan. #pemilu2024,♡,0,0,0,2024-02-15T18:09:16.000Z,saya bangga pernah berada di barisan perubahan.,,positive,7
"Perjuangan belum selesai, tetap semangat 03! 
@yudaherdanto
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Resti Anisa,0,0,0,2024-02-15T18:56:17.000Z,"Perjuangan belum selesai, tetap semangat 03!     ",,positive,17
"Terima kasih Ganjar Mahfud atas kerja keras dan dedikasinya 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Kurnia heru,0,0,1,2024-02-15T19:34:30.000Z,Terima kasih Ganjar Mahfud atas kerja keras dan dedikasinya  ,,positive,18
"Pelayanan Kesehatan Bagi Petugas Pam Pemilu 2024

#operasimantapbrata #netralitaspolri #Pemiluindonesiadamai2024 #pemiluserentak2024 #PresisiUntukIndonesia #maturpakkapolres #kapolresbojonegoro #humaspolresbojonegoro #polripresisi #bojonegoro",PIDM Humas Polres Bojonegoro,0,0,1,2024-02-15T19:03:17.000Z,Pelayanan Kesehatan Bagi Petugas Pam Pemilu 2024,,neutral,7
"Ganjar dan Mahfud MD emg pasangan idaman nih 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ardi Gunawan,0,0,0,2024-02-15T20:21:56.000Z,Ganjar dan Mahfud MD emg pasangan idaman nih ,,neutral,19
"real count
hTetaps://pemilu2024.kpu.go.id 
hasil #pemilu2024 versi resmi kpu.",Day Milovich,0,0,0,2024-02-15T19:32:42.000Z,real count   hasil   versi resmi kpu.,,neutral,6
"Perjuangan kita pasti akan membuahkan hasil 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Agam Adrian,0,0,0,2024-02-15T18:13:16.000Z,Perjuangan kita pasti akan membuahkan hasil ,,positive,17
"keknya cuma iseng - iseng daftar, eh tahunya jadi anggota DPD RI 
#Komeng
#Pemilu2024",Persindra FC TOP ELEVEN,0,0,0,2024-02-15T17:26:28.000Z,"keknya cuma iseng - iseng daftar, eh tahunya jadi anggota DPD RI",,neutral,12
"Prabowo-Gibran Siap Menjemput Kemenangan

Hasil Quick Count dari berbagai daerah di Indonesia menyatakan Prabowo-Gibran unggul dan menang sekali putaran!
#PrabowoGibran2024
#Pemilu2024 #JoinTheFlipSide",Dantissi,0,0,1,2024-02-15T17:03:32.000Z,Prabowo-Gibran Siap Menjemput Kemenangan  Hasil Quick Count dari berbagai daerah di Indonesia menyatakan Prabowo-Gibran unggul dan menang sekali putaran!,,neutral,19
"Ganjar Mahfud bukti bahwa politik bisa membawa kegembiraan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Nindy87Pratiwi,0,0,0,2024-02-15T19:21:25.000Z,Ganjar Mahfud bukti bahwa politik bisa membawa kegembiraan  ,,neutral,17
"Ceria bisa berjuang bersama Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ferri Italia,0,0,0,2024-02-15T18:07:20.000Z,Ceria bisa berjuang bersama Ganjar Mahfud  ,,neutral,15
"Terima kasih Ganjar Mahfud atas kebaikan dan ketulusannya 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Haliman zakiramadan,0,0,0,2024-02-15T19:34:48.000Z,Terima kasih Ganjar Mahfud atas kebaikan dan ketulusannya  ,,positive,17
"Terus semangat, kita masih punya KPU nih guys 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Danil Saputra,0,0,0,2024-02-15T18:26:10.000Z,"Terus semangat, kita masih punya KPU nih guys ",,positive,19
Rawan Konflik Sosial Jadi Penyebab Ribuan TPS di Papua Belum Lakukan Pencoblosan Pemilu 2024,tvOnenews,0,4,5,2024-02-15T20:00:34.000Z,Rawan Konflik Sosial Jadi Penyebab Ribuan TPS di Papua Belum Lakukan Pencoblosan Pemilu 2024,,neutral,14
"Yuk terus semangat dan dukung paslon 03 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Daru Andhika,0,0,0,2024-02-15T18:24:25.000Z,Yuk terus semangat dan dukung paslon 03 ,,neutral,18
"Rakyat bersatu bersama Ganjar Mahfud menuju cita-cita bersama 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Dimas Stefa,0,0,0,2024-02-15T18:08:36.000Z,Rakyat bersatu bersama Ganjar Mahfud menuju cita-cita bersama  ,,neutral,17
"Ganjar Mahfud pemimpin yang membumi dan menyenangkan hati 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Kayla88Aulia,0,0,0,2024-02-15T19:31:26.000Z,Ganjar Mahfud pemimpin yang membumi dan menyenangkan hati  ,,neutral,17
"KAMI KAWAL PEMILU 2024!

@bawaslu_RI
 KERJA YANG BENER DONG AH!",kacangkacangan,0,0,0,2024-02-15T19:38:05.000Z,KAMI KAWAL PEMILU 2024!     KERJA YANG BENER DONG AH!,,positive,9
"Dengan Ganjar Mahfud setiap hari adalah hari yang cerah 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Jiva susanrenika,0,0,0,2024-02-15T18:17:09.000Z,Dengan Ganjar Mahfud setiap hari adalah hari yang cerah  ,,neutral,18
"Ganjar Mahfud wajah politik yang menyenangkan dan menginspirasi 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Gugun Gunawan,0,0,0,2024-02-15T19:23:11.000Z,Ganjar Mahfud wajah politik yang menyenangkan dan menginspirasi  ,,positive,17
"Gak peduli hasil, yang penting usaha dan doa 
@totokpoer
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Fauzi Alvaro,0,0,0,2024-02-15T18:59:49.000Z,"Gak peduli hasil, yang penting usaha dan doa     ",,positive,19
"Biar kalah di pilpres, menang di hati kok 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Bani Rahmat,0,0,0,2024-02-15T19:41:21.000Z,"Biar kalah di pilpres, menang di hati kok ",,negative,19
"Kesalahan Data KPU #0010:
hTetaps://pemilu2024.kpu.go.id/pilpres/hitung-suara/35/3517/351701/3517012009/3517012009017
RIP Demokrasi #Pemilu2024 #DataKPU #KesalahanData 
@aniesbaswedan",Salim Suharis,0,0,0,2024-02-15T17:36:11.000Z,Kesalahan Data KPU  ,,negative,6
"Terima kasih Ganjar Mahfud telah memberikan ruang bagi suara-suara rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Astrid Anindya,0,0,0,2024-02-15T20:12:26.000Z,Terima kasih Ganjar Mahfud telah memberikan ruang bagi suara-suara rakyat  ,,neutral,19
"Ganjar Mahfud cermin kebersamaan dan persaudaraan di tengah perbedaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Agung Kurniawan,0,0,0,2024-02-15T17:51:19.000Z,Ganjar Mahfud cermin kebersamaan dan persaudaraan di tengah perbedaan  ,,neutral,18
"Ganjar Mahfud membawa sinar harapan bagi Indonesia 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Sri Sulastri,0,0,1,2024-02-15T20:14:45.000Z,Ganjar Mahfud membawa sinar harapan bagi Indonesia  ,,neutral,16
"Ganjar Mahfud, always in our heart 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Laila Keisya,0,0,0,2024-02-15T18:14:50.000Z,"Ganjar Mahfud, always in our heart ",,neutral,16
"Yuk yang punya Foto C1, upload di Kawal Pemilu 2024. Kalo mager taro aja direply",SAM,2,0,0,2024-02-15T17:19:25.000Z,"Yuk yang punya Foto C1, upload di Kawal Pemilu 2024. Kalo mager taro aja direply",,neutral,15
"Optimis aja bro, masih ada waktu utk Ganjar Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Dea Yunita,0,0,0,2024-02-15T18:16:36.000Z,"Optimis aja bro, masih ada waktu utk Ganjar Mahfud ",,neutral,19
"Kita masih bisa berharap sampai pengumuman resmi KPU 
@GlennFredly
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Hapip Nawar,0,0,0,2024-02-15T18:53:00.000Z,Kita masih bisa berharap sampai pengumuman resmi KPU     ,,neutral,19
Prabowo  Gibran unggul telak di semua quick count. Indra Jaya Usman: Saatnya Menatap ke Depan. #pdemokrat #DemokratNTB #demokrat #pdntb #partaidemokrat #indrajayausman #PrabowoGibran #Pemilu2024,Demokrat NTB,0,21,25,2024-02-15T18:51:16.000Z,Prabowo  Gibran unggul telak di semua quick count. Indra Jaya Usman: Saatnya Menatap ke Depan.,,neutral,16
"Tetap positif thinking aja lah ya gaes! 
@Agus_Finardi
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Agung Saputra,0,0,0,2024-02-15T18:56:26.000Z,Tetap positif thinking aja lah ya gaes!     ,,positive,18
"Sebagai orang yang yakin dengan gagasan 01, tetapi di momen debat itu saya tau 02 bakal menang :(

#Pemilu2024",Obiter,0,0,0,2024-02-15T17:53:09.000Z,"Sebagai orang yang yakin dengan gagasan 01, tetapi di momen debat itu saya tau 02 bakal menang :(",,positive,18
"Selamat menikmati 5 th kedepan wahai rakyat jelata
#Pilpres2024 
#Pemilu2024",Social Crazy,0,0,0,2024-02-15T19:56:47.000Z,Selamat menikmati 5 th kedepan wahai rakyat jelata,,positive,8
"Ganjar Mahfud menjadikan politik sebagai wadah kebersamaan dan kebahagiaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Bisma Wijayaputra,0,0,0,2024-02-15T19:32:42.000Z,Ganjar Mahfud menjadikan politik sebagai wadah kebersamaan dan kebahagiaan  ,,neutral,18
"Ganjar Mahfud menjadikan politik sebagai sarana mempersatukan bukan memecah belah 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Gerral pranowo,0,0,0,2024-02-15T20:14:43.000Z,Ganjar Mahfud menjadikan politik sebagai sarana mempersatukan bukan memecah belah  ,,neutral,19
"Ganjar Mahfud contoh nyata kepemimpinan yang membumi dan merakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Revanza Permana,0,0,0,2024-02-15T18:00:32.000Z,Ganjar Mahfud contoh nyata kepemimpinan yang membumi dan merakyat  ,,neutral,18
"Semua perjuangan pasti ada hikmahnya, tetap semangat 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Septiani Rita,0,0,1,2024-02-15T18:14:47.000Z,"Semua perjuangan pasti ada hikmahnya, tetap semangat ",,positive,18
"Ganjar Mahfud dua sosok yang membangkitkan semangat perubahan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Nizar Nugraha,0,0,0,2024-02-15T18:44:37.000Z,Ganjar Mahfud dua sosok yang membangkitkan semangat perubahan  ,,neutral,17
"Cerita Spasojevic Sempat Bingung di Balik Bilik Suara Saat Nyoblos

hTetaps://nusantaratv.com/berita/cerita-spasojevic-sempat-bingung-di-balik-bilik-suara-saat-nyoblos

#Pemilu #spasojevic #nyoblos #Pilpres2024 #Pemilu2024",Official NusantaraTv,0,0,0,2024-02-15T17:23:05.000Z,Cerita Spasojevic Sempat Bingung di Balik Bilik Suara Saat Nyoblos,,neutral,10
Fun betul tengok pemilu 2024 punya tempat mengundi. Kenapa pru kita Tidak fun begitu,syahbandar,0,0,0,2024-02-15T17:09:21.000Z,Fun betul tengok pemilu 2024 punya tempat mengundi. Kenapa pru kita Tidak fun begitu,,negative,13
"Quick count blm tentu menentukan pemenang final loh! 
@diman_2707
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ara Listia,0,0,0,2024-02-15T18:43:43.000Z,Quick count blm tentu menentukan pemenang final loh!     ,,neutral,19
"Semangat Ganjar Mahfud menular kepada seluruh lapisan masyarakat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Nayla Asla,0,0,1,2024-02-15T18:05:14.000Z,Semangat Ganjar Mahfud menular kepada seluruh lapisan masyarakat  ,,neutral,17
"Dengan Ganjar Mahfud kita rasakan kehangatan dan keceriaan dalam politik 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Fani Ayudia,0,0,3,2024-02-15T18:34:54.000Z,Dengan Ganjar Mahfud kita rasakan kehangatan dan keceriaan dalam politik  ,,neutral,19
"Semangat berjuang bersama Ganjar Mahfud adalah sumber kebanggaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Endah Mentari,0,0,0,2024-02-15T17:48:25.000Z,Semangat berjuang bersama Ganjar Mahfud adalah sumber kebanggaan  ,,positive,17
"#Etika
Pendidikan Dan Agama 
#Indonesia 
#Pemilu2024 
#next #Indonesia",Dewi,0,0,0,2024-02-15T17:26:14.000Z,Pendidikan Dan Agama,,neutral,3
"Ganjar Mahfud terbaik walau quick count blm oke 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Noval Firmansyah,0,0,0,2024-02-15T19:41:17.000Z,Ganjar Mahfud terbaik walau quick count blm oke ,,neutral,19
"Bersama Ganjar Mahfud optimisme mengalir dalam perjuangan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Caca Inna,0,0,0,2024-02-15T18:17:10.000Z,Bersama Ganjar Mahfud optimisme mengalir dalam perjuangan  ,,neutral,16
"Ganjar Mahfud semangatmu menginspirasi kita semua 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Emilia Saputri,0,0,0,2024-02-15T18:10:09.000Z,Ganjar Mahfud semangatmu menginspirasi kita semua  ,,neutral,15
"Kampanye riang Ganjar Mahfud jadi kenangan manis nih 
@ndidendi
 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Fazri Naufal,0,0,0,2024-02-15T18:53:40.000Z,Kampanye riang Ganjar Mahfud jadi kenangan manis nih     ,,neutral,18
"Ganjar Mahfud simbol persatuan dan kebahagiaan dalam perbedaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rafi90Irsyad,0,0,0,2024-02-15T19:31:29.000Z,Ganjar Mahfud simbol persatuan dan kebahagiaan dalam perbedaan  ,,neutral,17
"Dengan Ganjar Mahfud kita menemukan kekuatan dalam keragaman dan persatuan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Siti Jubaidah,0,0,0,2024-02-15T18:04:47.000Z,Dengan Ganjar Mahfud kita menemukan kekuatan dalam keragaman dan persatuan  ,,neutral,19
"Kita Tetap dukung Ganjar Mahfud, guys 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Farah Nakita,0,0,0,2024-02-15T18:16:20.000Z,"Kita Tetap dukung Ganjar Mahfud, guys ",,neutral,16
"Suara kita berharga untuk Ganjar Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Najwa Amelia,0,0,1,2024-02-15T19:45:31.000Z,Suara kita berharga untuk Ganjar Mahfud ,,positive,16
"Dalam barisan Ganjar Mahfud kita merasakan kehangatan keluarga 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ayas ibnuhanif,0,0,0,2024-02-15T19:38:07.000Z,Dalam barisan Ganjar Mahfud kita merasakan kehangatan keluarga  ,,neutral,17
"Ganjar Mahfud terima kasih atas dedikasi dan kepedulianmu 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Anggun audikarina,0,0,0,2024-02-15T18:07:23.000Z,Ganjar Mahfud terima kasih atas dedikasi dan kepedulianmu  ,,neutral,17
"PDIP berkomunikasi dengan kubu Anies-Muhaimin untuk bentuk tim khusus
#Pemilu2024
#PemiluCurang",ANTI POLITIK HITAM,0,0,0,2024-02-15T17:12:31.000Z,PDIP berkomunikasi dengan kubu Anies-Muhaimin untuk bentuk tim khusus,,neutral,9
Pemilu 2024: Deretan foto pada hari pencoblosan di berbagai TPS - hTetap://BBC.com,Asmat - Papua,0,0,0,2024-02-15T17:36:34.000Z,Pemilu 2024: Deretan foto pada hari pencoblosan di berbagai TPS -,,neutral,11
